title,year_range,genre,rating,one-line,votes,runtime,gross,start_year,end_year,director,actors,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_film-noir,genre_game-show,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_reality-tv,genre_romance,genre_sci-fi,genre_short,genre_sport,genre_talk-show,genre_thriller,genre_war,genre_western
 The Good Place,2016–2020,"comedy,drama,fantasy",8.1,"
Uncertainty abounds when an unexpected visitor arrives.","1,642",22.0,,2016,2020,Morgan Sackett,"Kristen Bell, 
William Jackson Harper, 
Jameela Jamil, 
D'Arcy Carden",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Anne,2017–2019,"drama,family",9.2,"
The students sit for the Queens entrance exams.","1,524",44.0,,2017,2019,Amanda Tapping,"Amybeth McNulty, 
Geraldine James, 
R.H. Thomson, 
Dalila Bela",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Transformers: War for Cybertron,2020–2021,"animation,action,adventure",7.3,"
Mercenary Transformers come upon the Ark adrift in space. As unlikely allies arrive to rescue the imprisoned Autobots, Megatron reveals Project Nemesis.",114,25.0,,2020,2021,,"Jason Marnocha, 
Jake Foushee, 
Linsay Rousseau, 
Michael Schwalbe",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Transformers: War for Cybertron,2020–2021,"animation,action,adventure",7.3,"
The Autobots locate the Allspark, but a deserted space station and its lone occupant stand in the way. The Decepticons catch up with the Ark.",105,24.0,,2020,2021,,"Jason Marnocha, 
Jake Foushee, 
Linsay Rousseau, 
Joe Zieja",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Transformers: War for Cybertron,2020–2021,"animation,action,adventure",7.6,"
Megatron faces a life-or-death situation. As the Autobots and Decepticons work together to fight against Scorponok, Starscream tries to seize power.",111,24.0,,2020,2021,,"Jason Marnocha, 
Jake Foushee, 
Joe Zieja, 
Frank Todaro",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 White Lines,2020,"crime,drama,mystery",6.7,"
The discovery of a body believed to be her brother leads Zoe Walker to Ibiza, where she reconnects with his old friend Marcus, a DJ and drug dealer.",523,,,2020,,Nick Hamm,"Laura Haddock, 
Nuno Lopes, 
Marta Milans, 
Daniel Mays",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 Luna Nera,2020– ,"drama,fantasy,thriller",4.9,"
Teenage Ade has a dark premonition while helping her grandmother deliver a baby. The two are accused of witchcraft and one is sentenced to death.",173,46.0,,2020,,,"Antonia Fotaras, 
Daniele Amendola, 
Marilena Anniballi, 
Gaetano Aronica",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 Luna Nera,2020– ,"drama,fantasy,thriller",4.8,"
While women's voices plague her, Ade struggles with how to respond to Pietro's proposal. Leptis teaches Valente how to use a bow and arrow.",144,43.0,,2020,,,"Antonia Fotaras, 
Giorgio Belli, 
Paolo Bernardini, 
Gloria Carovana",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 Luna Nera,2020– ,"drama,fantasy,thriller",4.7,"
While women's voices plague her, Ade struggles with how to respond to Pietro's proposal. Leptis teaches Valente how to use a bow and arrow",128,40.0,,2020,,,"Antonia Fotaras, 
Daniele Amendola, 
Giorgio Belli, 
Gloria Carovana",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 The Stranger,2020,"crime,drama,mystery",7.6,"
The boys make a discovery that sets Adam on Corinne's trail - and dredges up an old secret of his own. Kimberly gives Johanna a lead about Heidi.",893,44.0,,2020,,Hannah Quinn,"Richard Armitage, 
Camilla Arfwedson, 
Vikash Bhai, 
Clinton Blake",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 The Stranger,2020,"crime,drama,mystery",7.9,"
Adam tells Johanna about his encounter with the stranger. The kids spy on Olivia's house. Martin's appeals finally run out.",879,42.0,,2020,,Hannah Quinn,"Richard Armitage, 
Pasha Bocarie, 
Shaun Dooley, 
Kai Alexander",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 The Stranger,2020,"crime,drama,mystery",7.8,"
A shocking confession sends Adam reeling. Armed with new information, Johanna sets up a meeting - putting Katz in the hot seat.",849,50.0,,2020,,Hannah Quinn,"Richard Armitage, 
Shaun Dooley, 
Misha Ade, 
Kai Alexander",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 The Stranger,2020,"crime,drama,mystery",8.0,"
With help from an unlikely ally, Adam uncovers a startling secret. Backed into a corner, Katz makes a rash decision.",842,42.0,,2020,,Daniel O'Hara,"Richard Armitage, 
Kai Alexander, 
Yinka Awoni, 
Aurora Burghart",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 The Stranger,2020,"crime,drama,mystery",7.8,"
A violent confrontation leads to new revelations, and the truth about Corinne's disappearance finally emerges.",927,43.0,,2020,,Daniel O'Hara,"Richard Armitage, 
Kai Alexander, 
Manoj Anand, 
Yinka Awoni",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 Leila,2019– ,"drama,sci-fi",5.2,"
While running from Bhanu and his men, Shalini meets an unlikely companion. As the two head to and reach Unnati, vivid memories replay in Shalini's mind",246,49.0,,2019,,Deepa Mehta,"Huma Qureshi, 
Rahul Khanna, 
Siddharth, 
Leysha Mange",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 Leila,2019– ,"drama,sci-fi",4.9,"
Hoping to track down a reporter who could help her search for Leila, Shalini makes a risky deal. Secrets emerge about the family she now works for",229,48.0,,2019,,Shanker Raman,"Huma Qureshi, 
Rahul Khanna, 
Siddharth, 
Leysha Mange",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 Leila,2019– ,"drama,sci-fi",5.1,"
Determined to follow a new lead on Leila's whereabouts, Shalini negotiates with Bhanu, who hesitates to trust her but knows she has something he wants",218,41.0,,2019,,Shanker Raman,"Huma Qureshi, 
Rahul Khanna, 
Siddharth, 
Leysha Mange",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 Leila,2019– ,"drama,sci-fi",5.0,"
After learning of a painful betrayal, Shalini agrees to be a mole at an Aryavarta politician's home in exchange for the rebels' help in locating Leila",227,42.0,,2019,,Pawan Kumar,"Huma Qureshi, 
Rahul Khanna, 
Siddharth, 
Leysha Mange",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 Leila,2019– ,"drama,sci-fi",4.9,"
Shalini's surreptitious activities at Rao's house threaten to expose her. On the eve of the Skydome event, Bhanu comes up with an unexpected plan",225,40.0,,2019,,Shanker Raman,"Huma Qureshi, 
Rahul Khanna, 
Siddharth, 
Leysha Mange",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
 How to Sell Drugs Online (Fast),2019– ,"comedy,crime,drama",7.9,"
Lisa lands in trouble with her parents. Moritz reprograms MyTems into an online drug store and tries to make amends to Lenny.",770,29.0,,2019,,Lars Montag,"Maximilian Mundt, 
Danilo Kamperidis, 
Lena Klenke, 
Damian Hardung",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 How to Sell Drugs Online (Fast),2019– ,"comedy,crime,drama",7.9,"
Business is booming, and Buba wants a piece of the action - but the product is getting bad reviews. Lisa thinks Dan has been ignoring her.",729,28.0,,2019,,Lars Montag,"Maximilian Mundt, 
Danilo Kamperidis, 
Lena Klenke, 
Damian Hardung",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 How to Sell Drugs Online (Fast),2019– ,"comedy,crime,drama",8.0,"
Moritz's reputation takes a hit. After discovering a troubling email, Lenny confides in a new friend. Jens enlists Moritz to crack a password.",713,28.0,,2019,,Arne Feldhusen,"Maximilian Mundt, 
Danilo Kamperidis, 
Lena Klenke, 
Damian Hardung",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 How to Sell Drugs Online (Fast),2019– ,"comedy,crime,drama",8.0,"
Lenny sets up the clear web shop while Moritz secretly meets a new supplier in Rotterdam. But the friends don't see eye to eye about their future.",704,24.0,,2019,,Arne Feldhusen,"Maximilian Mundt, 
Danilo Kamperidis, 
Lena Klenke, 
Damian Hardung",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 How to Sell Drugs Online (Fast),2019– ,"comedy,crime,drama",8.5,"
Things begin to unravel the day after the party, and Moritz is forced to turn to his rival for help. Lisa has a change of heart.",796,28.0,,2019,,Arne Feldhusen,"Maximilian Mundt, 
Danilo Kamperidis, 
Lena Klenke, 
Damian Hardung",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Oktoberfest: Beer & Blood,2020,"drama,history,thriller",6.9,"
Prank's plans for a beer hall and a wealthy suitor of daughter Clara are derided by Munich's elite, but soon only the Hoflingers remain in his way.",125,48.0,,2020,,Hannu Salonen,"Misel Maticevic, 
Martina Gedeck, 
Klaus Steinbacher, 
Mercedes Müller",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 Oktoberfest: Beer & Blood,2020,"drama,history,thriller",6.9,"
The murder of Ignatz Hoflinger shocks Munich but gives Prank an opportunity to seize the victim's festival lot. Roman and Clara awkwardly meet again.",104,48.0,,2020,,Hannu Salonen,"Misel Maticevic, 
Martina Gedeck, 
Klaus Steinbacher, 
Mercedes Müller",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 Unorthodox,2020,drama,7.9,"
Born and raised in a New York Hasidic community, Esty struggles after a fruitless first year of marriage. She runs away to Berlin and finds new freedom.","1,546",53.0,,2020,,Maria Schrader,"Shira Haas, 
Amit Rahav, 
Jeff Wilbusch, 
Alex Reid",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Unorthodox,2020,drama,8.1,"
Esty's Berlin friends challenge many of her old beliefs, but also provide a safe space to explore new ways of being. Yanky and Moishe search for Esty.","1,413",53.0,,2020,,Maria Schrader,"Shira Haas, 
Amit Rahav, 
Jeff Wilbusch, 
Alex Reid",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Unorthodox,2020,drama,8.0,"
As Moishe secretly gathers evidence against Esty, she realizes she needs help to audition for the scholarship she desperately needs.","1,330",55.0,,2020,,Maria Schrader,"Shira Haas, 
Amit Rahav, 
Jeff Wilbusch, 
Alex Reid",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Unorthodox,2020,drama,8.3,"
Moishe brutally confronts Esty, sending her running to Leah for help. After Esty has her audition, she and Yanky have it out.","1,377",54.0,,2020,,Maria Schrader,"Shira Haas, 
Amit Rahav, 
Jeff Wilbusch, 
Alex Reid",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Alta mar,2019–2020,"crime,drama,mystery",7.5,"
After The Arrival of Survivals, the Crew continue hunting Eva and Carolina's Father and leading us to new mysteries to uncover.",126,,,2019,2020,Manuel Gómez Pereira,"Ivana Baquero, 
Jon Kortajarena, 
Alejandra Onieva, 
Eloy Azorín",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
When the mine's owner comes to visit, Pedro takes a risk and proposes an idea that could benefit everyone. Nicuesa puts the convent under surveillance.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",6.8,"
An indigenous woman kidnapped by a conquistador returns to her tribe, helped by her Spanish lover, but a turn of events destroys her trust in him.",5,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Pedro frees Catalina and the two escape, but not without serious injury. As Pedro nurses Catalina, a bond develops between them.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
When the governor orders Catalina's return to Nicuesa, Father Bartolomé and Catalina appear before the government official to plead their case.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Beatriz offers Andrés intel, in exchange for her passage on a ship. Nicuesa's men abduct Enriquillo and hold him for a ransom: Catalina.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
When Pedro returns and finds Mencía beaten, he attacks Linares. But in the ensuing scuffle, Fernando is accidentally shot, and Pedro must save him.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Pedro helps Catalina escape from the ship, but once on land again, he's captured by Andrés, who believes it was Pedro who led the slave rebellion.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
With help from Mencía, Beatriz, and Father Bartolomé, Pedro is rescued from his executioners and stowed away on a ship with Catalina.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Badillo agrees to help Catalina find her tribe, but wants her help in return. Meanwhile, Pedro returns to Spain to save his brother from execution.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
To save Alberto's life, Pedro orders Alonso to offer Azula a deal. Badillo's wife manipulates Catalina into going on a fool's errand.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Vladimir Bernal, 
Manuel Navarro",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Badillo refuses to sign a confession to ensure his wife's safe return, forcing Catalina and Etoc to change strategy. Pedro sets sail for the New World.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Vladimir Bernal, 
Manuel Navarro",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
As Pedro's trial begins, his life depends on whether Constanza was able to find a person of influence to help him. Catalina joins forces with Etoc.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Vladimir Bernal, 
Manuel Navarro",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Constanza asks Inés if she knows anyone trustworthy to be Sol's new nanny. Pedro founds the town of Cartagena, and reunites Catalina with her tribe.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
A shocking turn of events leaves Catalina feeling betrayed and vowing revenge, while Pedro finds himself a captive on his own ship.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Constanza sets out to forge a friendship with Pedro's sister-in-law. Pedro arrives in Santa Marta, where he must play hardball for Catalina's release.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
When Pedro immediately sets sail again to go back to the New World, a stunned and desperate Constanza makes Alberto an offer he can't refuse.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Sol sets out to change her mother's mind about moving to Spain. Catalina arrives in Cartagena to get revenge. Alberto makes plans behind Pedro's back.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
When Juan sees through Sol's act, she makes a deal with him instead. Catalina finds an escort for the party, where she comes face-to-face with Pedro.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Sol and Catalina scramble to protect Juan from Pedro. When Alberto refuses to abandon his plans of rescuing Sanya, Gonzalo takes a preventative measure.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Alonso tries to make the townspeople remember how Pedro helped them in the past. Catalina tracks down Juan and demands to know where Sol is.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
When Sol's plan fails and she runs away, Catalina offers to help find her. Held captive, Alberto and his guide are told they must earn their freedom.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
When their search for Sol takes them into the jungle's privacy, Catalina unleashes her fury at Pedro. Father Sancho takes advantage of Pedro's absence.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
During the council's vote on whether to oust Pedro as governor of Cartagena, Catalina takes steps to give the impression that she's on Pedro's side.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
After giving the newcomers a warm welcome to her mine, Rebeca reveals her dark side. Inés overhears Sol blaming herself for Manolo's injury.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Father Sancho moves into the governor's residence. Sol begins to suspect that Manolo is faking his coma, so she tests her theory. Juan's trial begins.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Father Sancho's surprising decision about Juan makes Pedro suspect that the priest is being manipulated. Rebeca forces Alberto to lead an expedition.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Catalina falsifies an official document to make Pedro worry and seek her help, and drives a wedge between him and Alonso.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Add a Plot
",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
When Catalina realizes Father Sancho is suspicious and watching her, she has Juan visit Pedro as her go-between. Sol announces plans to her parents.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Catalina learns of Sanya's predicament and seizes it as a chance for Pedro to win back the townspeople's favor. Rebeca puts the gold dagger to use.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 La Reina de Indias y el Conquistador,2020– ,"drama,history",,"
Pedro insists on meeting the newly arrived judge. Alberto finally finds what he's been looking for. Sol receives an unexpected visitor at the convent.",,,,2020,,,"Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
